Geneid,LNCAP_Hypoxia_S1,LNCAP_Hypoxia_S2,LNCAP_Normoxia_S1,LNCAP_Normoxia_S2,PC3_Hypoxia_S1,PC3_Hypoxia_S2,PC3_Normoxia_S1,PC3_Normoxia_S2
ENSG00000304183.1,0,0,0,0,1,0,1,1
ENSG00000304184.1,0,0,0,0,0,0,0,0
ENSG00000304185.1,0,0,0,0,0,0,0,0
ENSG00000304186.1,0,0,0,0,0,0,0,0
ENSG00000304187.1,0,1,2,0,0,0,0,0
ENSG00000304188.1,1,0,0,0,0,0,0,0
ENSG00000304189.1,4,8,12,5,2,0,1,1
ENSG00000304190.1,0,0,0,0,0,0,0,0
ENSG00000304191.1,2,2,1,6,0,0,0,5
ENSG00000304192.1,0,0,0,1,0,0,1,0
ENSG00000304193.1,0,0,0,0,0,0,0,0
ENSG00000304194.1,0,2,0,1,2,1,1,0
ENSG00000304195.1,0,0,0,0,0,0,0,0
ENSG00000304196.1,0,0,0,0,0,0,0,0
ENSG00000304197.1,0,0,0,0,0,0,0,0
ENSG00000304198.1,0,0,0,0,0,0,0,0
ENSG00000304199.1,0,0,0,4,0,0,0,0
ENSG00000304200.1,2,0,1,1,0,0,0,3
ENSG00000304201.1,2,0,1,1,0,0,0,0
ENSG00000304202.1,0,0,0,0,0,0,0,0
ENSG00000304203.1,0,0,0,1,0,0,1,2
ENSG00000304204.1,0,0,0,0,0,0,0,0
ENSG00000304205.1,0,0,0,0,0,0,1,0
ENSG00000304206.1,5,0,3,3,1,0,1,0
ENSG00000304207.1,0,0,0,0,0,0,0,0
ENSG00000304208.1,0,0,0,0,0,0,0,1
ENSG00000304209.1,0,0,0,0,0,0,0,0
ENSG00000304210.1,0,0,0,0,59,14,2,11
ENSG00000304211.1,0,0,0,0,0,0,0,0
ENSG00000304212.1,0,0,0,0,0,0,0,0
ENSG00000304213.1,0,0,0,0,0,0,0,0
ENSG00000304214.1,0,0,0,0,0,0,0,0
ENSG00000304215.1,0,0,0,0,0,0,0,0
ENSG00000304216.1,2,0,0,1,1,0,0,0
ENSG00000304217.1,0,0,0,0,0,0,0,0
ENSG00000304218.1,0,4,1,0,0,0,0,1
ENSG00000304219.1,0,0,0,0,1,1,1,1
ENSG00000304220.1,0,0,0,0,0,0,0,0
ENSG00000304221.1,0,0,0,0,0,0,0,0
ENSG00000304222.1,0,0,0,0,0,0,0,0
ENSG00000304223.1,0,0,0,0,0,0,0,0
ENSG00000304224.1,0,1,1,4,0,0,0,1
ENSG00000304225.1,0,0,0,3,0,0,0,0
ENSG00000304226.1,0,2,2,1,1,0,0,0
ENSG00000304227.1,0,2,0,0,0,0,0,0
ENSG00000304228.1,9,14,26,23,1,2,0,1
ENSG00000304229.1,0,0,0,0,0,0,0,0
ENSG00000304230.1,0,0,0,1,6,1,2,4
ENSG00000304231.1,24,19,23,30,2,1,4,11
ENSG00000304232.1,0,0,0,0,2,0,1,0
ENSG00000304233.1,0,0,0,0,2,0,1,2
ENSG00000304234.1,76,88,74,111,0,0,0,0
ENSG00000304235.1,0,0,0,0,0,0,0,0
ENSG00000304236.1,0,0,0,0,21,12,9,21
ENSG00000304237.1,0,0,0,0,0,0,1,1
ENSG00000304238.1,0,0,0,0,0,0,0,0
ENSG00000304239.1,0,0,0,0,0,0,0,0
ENSG00000304240.1,1,0,0,0,0,0,0,0
ENSG00000304241.1,0,0,0,0,0,0,0,0
ENSG00000304242.1,0,0,0,0,0,0,0,3
ENSG00000304243.1,0,1,1,1,0,0,0,0
ENSG00000304244.1,17,34,21,17,5,4,6,7
ENSG00000304245.1,0,0,0,0,0,0,0,0
ENSG00000304246.1,0,0,0,0,0,0,0,1
ENSG00000304247.1,0,0,0,0,0,0,0,0
ENSG00000304248.1,0,0,0,0,0,0,0,0
ENSG00000304249.1,24,20,9,8,1,1,0,5
ENSG00000304250.1,0,0,0,6,0,0,0,0
ENSG00000304251.1,0,0,0,0,0,0,0,0
ENSG00000304252.1,0,0,0,0,0,0,0,0
ENSG00000304253.1,0,0,0,0,0,0,0,0
ENSG00000304254.1,3,10,14,10,4,3,0,4
ENSG00000304255.1,0,0,0,0,0,0,0,0
ENSG00000304256.1,0,1,0,0,0,1,0,1
ENSG00000304257.1,0,0,0,0,0,0,0,0
ENSG00000304258.1,0,0,0,0,0,0,0,0
ENSG00000304259.1,0,0,0,0,0,0,0,0
ENSG00000304260.1,0,0,0,0,0,2,0,1
ENSG00000304261.1,0,0,0,0,0,0,0,0
ENSG00000304262.1,2,2,1,0,0,0,0,1
ENSG00000304263.1,1,0,1,1,1,1,2,0
ENSG00000304264.1,0,0,0,0,0,0,0,0
ENSG00000304265.1,0,0,0,0,1,0,0,0
ENSG00000304266.1,0,0,0,0,0,0,0,0
ENSG00000304267.1,1,4,4,3,0,1,0,0
ENSG00000304268.1,0,0,0,0,0,0,0,1
ENSG00000304269.1,0,0,0,0,0,0,0,0
ENSG00000304270.1,3,2,2,1,2,0,0,0
ENSG00000304271.1,0,0,0,0,0,0,0,0
ENSG00000304272.1,0,0,0,0,0,0,0,1
ENSG00000304273.1,0,0,0,0,0,0,0,0
ENSG00000304274.1,0,0,0,0,0,0,0,0
ENSG00000304275.1,0,0,0,0,0,0,0,0
ENSG00000304276.1,0,2,0,0,1,2,1,2
ENSG00000304277.1,0,0,0,0,0,0,0,1
ENSG00000304278.1,0,0,0,3,0,1,0,0
ENSG00000304279.1,0,0,0,0,0,0,0,0
ENSG00000304280.1,1,0,1,0,2,0,2,5
ENSG00000304281.1,1,4,3,6,0,0,0,0
ENSG00000304282.1,1,1,8,10,0,0,0,0
ENSG00000304283.1,5,6,6,6,1,0,1,4
ENSG00000304284.1,0,0,0,0,0,0,0,0
ENSG00000304285.1,0,0,0,0,0,0,0,0
ENSG00000304286.1,0,0,0,0,0,0,0,0
ENSG00000304287.1,0,0,1,0,5,2,2,4
ENSG00000304288.1,0,0,0,0,0,0,0,0
ENSG00000304289.1,203,242,303,342,28,12,9,18
ENSG00000304290.1,0,0,0,0,0,0,0,0
ENSG00000304291.1,0,0,0,0,0,0,0,0
ENSG00000304292.1,1,4,4,2,11,2,5,8
ENSG00000304293.1,36,31,181,303,0,0,0,0
ENSG00000304294.1,0,1,0,0,0,0,0,0
ENSG00000304295.1,0,0,0,0,0,0,0,0
ENSG00000304296.1,0,0,1,2,0,0,0,0
ENSG00000304297.1,0,0,0,0,0,0,0,0
ENSG00000304298.1,0,1,1,1,4,0,0,4
ENSG00000304299.1,0,0,0,1,0,0,0,0
ENSG00000304300.1,0,0,0,0,6,0,0,0
ENSG00000304301.1,0,0,0,0,0,0,0,0
ENSG00000304302.1,1,0,0,0,0,0,0,0
ENSG00000304303.1,0,0,1,0,0,0,0,0
ENSG00000304304.1,0,0,2,3,0,0,0,0
ENSG00000304305.1,0,0,0,0,0,0,0,0
ENSG00000304306.1,9,6,18,18,0,0,0,0
ENSG00000304307.1,2,0,0,0,0,0,0,0
ENSG00000304308.1,0,0,0,0,0,0,0,0
ENSG00000304309.1,384,506,267,331,134,49,63,219
ENSG00000304310.1,0,0,0,1,0,0,0,0
ENSG00000304311.1,0,0,0,0,0,0,0,0
ENSG00000304312.1,0,0,0,0,0,0,0,0
ENSG00000304313.1,0,0,0,0,0,0,0,0
ENSG00000304314.1,0,0,0,0,22,14,22,59
ENSG00000304315.1,0,0,0,0,0,0,0,0
ENSG00000304316.1,51,63,36,37,9,5,1,3
ENSG00000304317.1,0,0,0,0,0,0,0,0
ENSG00000304318.1,0,0,0,0,0,0,0,0
ENSG00000304319.1,0,0,0,0,0,0,0,0
ENSG00000304320.1,2,1,0,1,0,0,1,1
ENSG00000304321.1,0,0,0,0,0,0,0,0
ENSG00000304322.1,0,0,0,0,0,0,0,0
ENSG00000304323.1,0,0,0,0,0,0,0,0
ENSG00000304324.1,0,1,0,0,0,0,0,0
ENSG00000304325.1,0,0,0,1,0,1,0,0
ENSG00000304326.1,0,0,0,0,1,0,0,0
ENSG00000304327.1,0,0,0,0,0,0,0,0
ENSG00000304328.1,0,0,0,0,1,0,0,0
ENSG00000304329.1,0,0,0,0,0,0,0,0
ENSG00000304330.1,0,0,0,0,0,0,0,0
ENSG00000304331.1,0,0,0,0,1,0,1,1
ENSG00000304332.1,33,42,34,24,0,0,0,0
ENSG00000304333.1,0,0,0,0,0,0,0,0
ENSG00000304334.1,1,0,2,1,0,0,0,0
ENSG00000304335.1,7,27,13,12,3,1,0,2
ENSG00000304336.1,1,0,1,1,4,0,3,2
ENSG00000304337.1,0,0,0,0,0,0,0,0
ENSG00000304338.1,0,0,0,0,0,0,0,0
ENSG00000304339.1,0,0,0,0,0,0,0,0
ENSG00000304340.1,0,0,0,0,0,0,0,0
ENSG00000304341.1,22,26,21,25,1,1,1,1
ENSG00000304342.1,0,0,0,0,2,0,0,0
ENSG00000304343.1,0,0,0,0,0,0,0,0
ENSG00000304344.1,0,0,1,0,1,3,0,2
ENSG00000304345.1,0,0,0,0,11,2,2,7
ENSG00000304346.1,0,0,0,0,0,0,0,0
ENSG00000304347.1,0,0,0,0,0,1,0,1
ENSG00000304348.1,1,0,0,0,0,0,0,1
ENSG00000304349.1,0,0,0,0,0,0,0,0
ENSG00000304350.1,0,0,0,0,0,0,0,0
ENSG00000304351.1,2,5,21,38,9,0,0,3
ENSG00000304352.1,0,0,0,0,0,0,0,0
ENSG00000304353.1,0,2,0,5,0,0,0,0
ENSG00000304354.1,6,2,14,12,19,5,8,38
ENSG00000304355.1,7,2,10,3,0,0,0,0
ENSG00000304356.1,0,0,0,0,0,0,0,0
ENSG00000304357.1,0,0,0,1,0,0,0,3
ENSG00000304358.1,0,0,0,0,0,0,0,0
ENSG00000304359.1,4,5,12,17,1,1,2,1
ENSG00000304360.1,48,63,13,33,8,7,7,9
ENSG00000304361.1,0,1,0,0,0,0,0,0
ENSG00000304362.1,0,0,0,0,0,0,0,0
ENSG00000304363.1,0,0,0,0,1,1,0,0
ENSG00000304364.1,2,5,5,8,0,0,0,0
ENSG00000304365.1,0,1,0,0,0,0,0,0
ENSG00000304366.1,8,10,6,3,6,1,1,4
ENSG00000304367.1,0,0,0,0,0,1,0,0
ENSG00000304368.1,0,0,0,0,0,0,0,0
ENSG00000304369.1,0,0,0,0,0,0,1,1
ENSG00000304370.1,0,0,0,0,0,0,0,0
ENSG00000304371.1,0,0,1,0,0,0,0,0
ENSG00000304372.1,0,0,0,0,0,0,0,1
ENSG00000304373.1,0,0,0,0,0,0,0,1
ENSG00000304374.1,0,0,0,0,0,1,1,4
ENSG00000304375.1,2,2,0,0,0,0,0,0
ENSG00000304376.1,0,0,0,1,0,0,0,0
ENSG00000304377.1,0,0,0,0,1,0,0,0
ENSG00000304378.1,0,0,0,0,1,0,0,1
ENSG00000304379.1,0,0,0,0,0,0,0,0
ENSG00000304380.1,1,0,1,1,0,1,1,0
ENSG00000304381.1,7,9,11,8,7,4,3,13
ENSG00000304382.1,0,0,0,0,0,0,0,0
ENSG00000304383.1,1,2,0,2,0,0,0,1
ENSG00000304384.1,0,0,0,0,0,0,0,0
ENSG00000304385.1,0,0,0,0,2,0,0,0
ENSG00000304386.1,0,0,0,0,0,0,0,0
ENSG00000304387.1,0,0,0,0,0,0,0,0
ENSG00000304388.1,1,2,1,3,0,0,0,0
ENSG00000304389.1,0,0,0,0,0,0,0,0
ENSG00000304390.1,3,4,2,1,1,0,0,0
ENSG00000304391.1,0,0,0,0,0,0,0,0
ENSG00000304392.1,1,2,3,0,7,3,0,7
ENSG00000304393.1,7,10,1,5,0,0,0,0
ENSG00000304394.1,0,2,1,0,0,0,0,0
ENSG00000304395.1,0,0,0,0,0,0,0,0
ENSG00000304396.1,0,0,0,0,96,29,28,85
ENSG00000304397.1,1,0,0,1,0,0,1,1
ENSG00000304398.1,0,0,0,0,0,0,0,0
ENSG00000304399.1,0,0,0,1,0,0,0,0
ENSG00000304400.1,0,0,0,0,0,0,0,0
ENSG00000304401.1,0,0,0,0,1,0,0,0
ENSG00000304402.1,0,0,0,0,0,0,0,0
ENSG00000304403.1,0,0,0,0,0,0,0,0
ENSG00000304404.1,0,0,0,0,0,0,0,0
ENSG00000304405.1,0,0,0,0,0,0,0,0
ENSG00000304406.1,0,1,2,2,1,0,0,0
ENSG00000304407.1,0,0,0,0,0,0,0,0
ENSG00000304408.1,0,0,0,0,1,0,0,0
ENSG00000304409.1,5,2,1,0,0,1,1,0
ENSG00000304410.1,0,0,0,1,0,0,0,0
ENSG00000304411.1,0,0,0,0,0,0,0,0
ENSG00000304413.1,0,0,0,2,0,0,0,0
ENSG00000304414.1,0,0,0,0,0,0,0,0
ENSG00000304415.1,0,0,0,0,0,0,0,0
ENSG00000304416.1,5,9,1,11,2,1,1,2
ENSG00000304417.1,0,0,0,3,1,0,3,5
ENSG00000304418.1,0,0,0,0,0,0,0,0
ENSG00000304419.1,0,0,0,0,0,0,0,0
ENSG00000304420.1,0,0,0,0,8,2,3,11
ENSG00000304421.1,0,0,0,0,0,0,0,0
ENSG00000304422.1,0,0,0,0,0,0,0,0
ENSG00000304423.1,0,1,0,4,0,0,0,0
ENSG00000304424.1,0,0,0,0,0,0,0,0
ENSG00000304425.1,0,0,0,0,0,1,0,0
ENSG00000304426.1,0,0,0,0,0,0,0,0
ENSG00000304427.1,9,8,14,18,0,0,0,0
ENSG00000304428.1,0,0,0,0,0,0,0,0
ENSG00000304429.1,0,0,3,1,0,0,0,0
ENSG00000304430.1,0,0,0,0,0,0,0,0
ENSG00000304431.1,0,1,1,1,1,0,1,3
ENSG00000304432.1,0,0,0,0,0,0,0,0
ENSG00000304433.1,0,0,0,0,0,0,0,0
ENSG00000304434.1,0,0,0,0,1,0,1,3
ENSG00000304435.1,8,10,7,12,18,11,17,30
ENSG00000304436.1,3,1,4,1,3,1,0,3
ENSG00000304437.1,0,0,5,2,0,0,0,0
ENSG00000304438.1,122,128,73,132,4,2,3,10
ENSG00000304439.1,0,0,0,0,0,0,0,1
ENSG00000304440.1,0,0,0,0,0,0,0,0
ENSG00000304441.1,0,0,0,0,0,0,0,0
ENSG00000304442.1,0,0,0,0,7,1,3,6
ENSG00000304443.1,0,0,0,0,0,0,0,0
ENSG00000304444.1,0,0,0,0,1,0,0,0
ENSG00000304445.1,0,0,0,0,0,0,0,0
ENSG00000304446.1,0,0,0,1,1,0,1,0
ENSG00000304447.1,0,0,0,0,0,0,0,0
ENSG00000304448.1,1,0,0,0,0,0,0,0
ENSG00000304449.1,0,0,0,0,0,0,0,0
ENSG00000304450.1,0,0,0,0,0,0,0,0
ENSG00000304451.1,0,1,0,0,0,0,0,0
ENSG00000304452.1,0,0,0,0,7,3,1,8
ENSG00000304453.1,0,2,0,0,0,0,0,0
ENSG00000304454.1,1,0,0,0,0,0,0,0
ENSG00000304455.1,0,0,0,0,0,0,0,0
ENSG00000304456.1,0,0,0,1,0,0,0,0
ENSG00000304457.1,0,2,0,0,0,0,0,1
ENSG00000304458.1,70,63,40,71,1,0,2,2
ENSG00000304459.1,0,0,0,0,0,0,0,1
ENSG00000304460.1,0,0,0,2,0,0,0,0
ENSG00000304461.1,0,0,0,0,0,0,0,0
ENSG00000304462.1,0,0,0,0,0,0,0,0
ENSG00000304463.1,0,2,3,3,0,0,0,3
ENSG00000304464.1,0,0,0,0,0,0,0,0
ENSG00000304465.1,0,0,0,0,0,0,0,0
ENSG00000304466.1,1,3,1,2,6,0,0,6
ENSG00000304467.1,2,1,0,3,1,0,0,0
ENSG00000304468.1,0,0,0,0,0,0,0,0
ENSG00000304469.1,9,4,3,5,5,0,0,4
ENSG00000304470.1,0,0,0,0,0,0,1,1
ENSG00000304471.1,0,0,0,0,0,0,0,0
ENSG00000304472.1,0,0,0,0,0,0,0,0
ENSG00000304473.1,0,0,0,0,1,0,0,0
ENSG00000304474.1,0,0,0,0,0,0,0,0
ENSG00000304475.1,0,0,0,1,0,0,0,0
ENSG00000304476.1,1,2,0,1,0,0,2,3
ENSG00000304477.1,0,0,0,0,15,3,1,6
ENSG00000304478.1,1,0,0,0,0,0,0,0
ENSG00000304479.1,0,0,2,0,0,0,0,0
ENSG00000304480.1,0,0,0,0,0,0,0,0
ENSG00000304481.1,2,0,0,2,1,0,0,0
ENSG00000304482.1,0,1,0,0,1,0,0,4
ENSG00000304483.1,0,0,0,0,0,0,0,0
ENSG00000304484.1,0,0,0,0,0,0,0,0
ENSG00000304485.1,0,0,0,0,0,0,0,0
ENSG00000304486.1,0,0,0,0,0,0,0,0
ENSG00000304487.1,0,0,0,0,1,0,1,1
ENSG00000304488.1,0,0,0,0,0,0,0,0
ENSG00000304489.1,0,0,0,0,0,0,0,0
ENSG00000304490.1,0,0,0,0,0,0,0,0
ENSG00000304491.1,0,2,2,0,0,0,0,0
ENSG00000304492.1,1,7,4,4,2,0,0,1
ENSG00000304493.1,0,1,2,6,0,0,0,0
ENSG00000304494.1,0,0,0,0,0,0,0,0
ENSG00000304495.1,0,0,0,0,0,0,0,0
ENSG00000304496.1,0,0,0,0,0,0,0,0
ENSG00000304497.1,1,0,0,0,4,0,3,12
ENSG00000304498.1,0,0,0,0,0,0,0,0
ENSG00000304499.1,0,0,0,0,0,0,0,0
ENSG00000304500.1,0,1,1,0,0,0,0,0
ENSG00000304501.1,84,95,84,113,12,1,0,10
ENSG00000304502.1,0,0,0,0,0,0,0,0
ENSG00000304503.1,0,0,0,0,0,0,0,0
ENSG00000304504.1,0,1,0,0,0,1,0,1
ENSG00000304505.1,2,0,0,0,0,0,0,1
ENSG00000304506.1,0,0,0,1,0,0,0,0
ENSG00000304507.1,1,3,0,0,0,0,0,0
ENSG00000304508.1,0,0,0,0,0,0,0,0
ENSG00000304509.1,0,0,0,0,0,0,0,0
ENSG00000304510.1,0,0,3,2,0,0,0,0
ENSG00000304511.1,0,0,0,0,0,0,0,0
ENSG00000304512.1,1,4,1,3,0,0,0,0
ENSG00000304513.1,0,0,0,1,0,0,0,0
ENSG00000304514.1,0,0,0,0,0,0,0,0
ENSG00000304515.1,0,0,0,3,0,0,0,0
ENSG00000304516.1,0,0,0,0,0,0,0,0
ENSG00000304517.1,12,13,13,13,0,1,1,2
ENSG00000304518.1,0,1,0,0,0,0,0,0
ENSG00000304519.1,0,0,0,0,0,0,0,0
ENSG00000304520.1,0,1,0,3,0,1,0,0
ENSG00000304521.1,0,0,0,0,0,0,0,0
ENSG00000304522.1,0,0,0,0,0,0,0,0
ENSG00000304523.1,1,0,4,1,1,0,2,0
ENSG00000304524.1,0,0,0,1,0,0,2,5
ENSG00000304525.1,0,0,0,0,0,0,0,0
ENSG00000304526.1,0,0,0,0,0,0,0,0
ENSG00000304527.1,0,0,0,0,0,0,0,0
ENSG00000304528.1,0,0,0,0,0,0,0,0
ENSG00000304529.1,0,0,0,0,11,4,1,10
ENSG00000304530.1,0,3,0,0,0,0,0,0
ENSG00000304531.1,7,8,3,4,4,2,3,5
ENSG00000304532.1,1,0,0,0,0,0,0,0
ENSG00000304533.1,0,0,0,0,0,0,0,0
ENSG00000304534.1,0,0,0,0,0,0,0,0
ENSG00000304535.1,2,5,13,8,0,0,0,0
ENSG00000304536.1,0,0,0,0,0,0,0,0
ENSG00000304537.1,0,0,0,0,1,0,0,0
ENSG00000304538.1,0,0,0,3,1,0,0,0
ENSG00000304539.1,1,0,4,5,0,0,0,0
ENSG00000304540.1,0,1,3,4,6,3,0,7
ENSG00000304541.1,174,173,85,111,15,6,16,32
ENSG00000304542.1,0,0,0,0,0,0,0,0
ENSG00000304543.1,0,0,0,0,1,0,0,1
ENSG00000304544.1,0,0,0,0,0,0,0,0
ENSG00000304545.1,0,1,0,2,5,0,2,1
ENSG00000304546.1,3,2,0,0,0,0,0,2
ENSG00000304547.1,0,0,0,0,0,0,0,0
ENSG00000304548.1,0,0,0,0,0,0,0,0
ENSG00000304549.1,11,7,1,7,0,0,0,0
ENSG00000304550.1,1,1,0,0,0,0,0,0
ENSG00000304551.1,1,4,0,2,0,0,0,0
ENSG00000304552.1,0,1,0,0,0,0,0,0
ENSG00000304553.1,0,0,0,0,0,0,0,0
ENSG00000304554.1,0,0,0,0,0,0,0,0
ENSG00000304555.1,0,0,0,0,0,0,0,0
ENSG00000304556.1,0,0,0,0,0,0,0,0
ENSG00000304557.1,0,0,0,0,0,0,0,0
ENSG00000304558.1,0,0,0,0,0,0,0,0
ENSG00000304559.1,0,0,0,0,0,0,0,0
ENSG00000304560.1,3,7,2,8,0,1,1,3
ENSG00000304561.1,1,1,1,1,0,0,0,0
ENSG00000304562.1,0,0,0,0,0,0,0,0
ENSG00000304563.1,0,0,0,0,0,0,0,0
ENSG00000304564.1,6,3,8,5,26,17,10,20
ENSG00000304565.1,6,9,7,6,10,5,1,7
ENSG00000304566.1,0,0,1,1,1,0,0,0
ENSG00000304567.1,0,0,0,0,0,1,0,0
ENSG00000304568.1,0,0,0,0,0,0,0,0
ENSG00000304569.1,5,4,2,6,4,4,7,9
ENSG00000304570.1,7,5,1,2,0,0,0,0
ENSG00000304571.1,3,3,0,0,0,0,0,0
ENSG00000304572.1,1,0,0,0,0,0,0,0
ENSG00000304573.1,0,0,0,2,0,0,0,0
ENSG00000304574.1,17,14,12,23,9,2,2,8
ENSG00000304575.1,0,0,0,0,0,0,0,0
ENSG00000304576.1,0,0,0,0,0,0,0,0
ENSG00000304577.1,0,0,0,0,0,0,0,0
ENSG00000304578.1,0,0,0,0,0,0,0,1
ENSG00000304579.1,0,0,0,0,0,0,1,0
ENSG00000304580.1,1,0,0,0,0,1,0,0
ENSG00000304581.1,0,0,0,0,0,0,1,0
ENSG00000304582.1,0,0,0,0,0,0,0,0
ENSG00000304583.1,1,0,3,1,0,1,1,0
ENSG00000304584.1,0,0,0,0,0,0,0,0
ENSG00000304585.1,0,0,0,0,0,0,0,0
ENSG00000304586.1,1,0,0,0,2,2,2,10
ENSG00000304587.1,0,0,0,0,0,0,0,0
ENSG00000304588.1,0,0,1,0,0,0,0,0
ENSG00000304589.1,0,1,2,3,7,1,0,1
ENSG00000304590.1,0,0,0,0,3,0,0,2
ENSG00000304591.1,9,0,9,8,6,2,2,15
ENSG00000304592.1,0,0,0,0,0,0,0,0
ENSG00000304593.1,0,0,0,2,1,1,0,1
ENSG00000304594.1,0,1,0,2,0,0,0,0
ENSG00000304595.1,0,0,0,0,0,0,0,0
ENSG00000304596.1,0,0,0,2,1,0,1,0
ENSG00000304597.1,0,0,0,0,0,0,0,0
ENSG00000304598.1,0,0,1,0,0,0,0,0
ENSG00000304599.1,0,0,1,0,0,0,0,0
ENSG00000304600.1,0,0,0,0,1,0,0,2
ENSG00000304601.1,0,0,0,0,1,0,0,0
ENSG00000304602.1,5,3,0,1,4,0,0,6
ENSG00000304603.1,1,0,1,0,0,0,0,0
ENSG00000304604.1,0,0,0,0,0,0,0,1
ENSG00000304605.1,0,0,0,0,0,0,0,0
ENSG00000304606.1,0,0,0,0,0,0,0,0
ENSG00000304607.1,0,0,0,0,0,0,0,0
ENSG00000304608.1,0,0,0,0,0,0,0,0
ENSG00000304609.1,3,1,0,2,0,0,0,0
ENSG00000304610.1,0,0,0,0,16,2,0,11
ENSG00000304611.1,1,0,0,0,0,0,0,0
ENSG00000304612.1,8,7,11,7,16,6,5,25
ENSG00000304613.1,0,0,0,0,1,1,1,2
ENSG00000304614.1,0,0,0,0,0,0,0,0
ENSG00000304615.1,0,0,0,0,0,0,0,0
ENSG00000304616.1,1,0,8,5,0,0,0,0
ENSG00000304617.1,0,0,0,0,0,0,0,0
ENSG00000304618.1,0,0,0,0,0,0,0,0
ENSG00000304619.1,0,0,0,0,0,0,0,0
ENSG00000304620.1,0,0,0,0,1,0,0,0
ENSG00000304621.1,7,5,0,0,3,0,0,0
ENSG00000304622.1,0,0,0,0,0,0,0,0
ENSG00000304623.1,0,0,0,1,0,0,0,0
ENSG00000304624.1,1,0,0,0,0,0,0,0
ENSG00000304625.1,2,2,3,0,0,0,0,0
ENSG00000304626.1,0,0,0,0,0,0,0,0
ENSG00000304627.1,0,0,0,0,0,0,0,0
ENSG00000304628.1,5,10,8,12,10,8,4,10
ENSG00000304629.1,0,5,3,4,0,0,0,0
ENSG00000304630.1,0,0,0,0,1,0,0,0
ENSG00000304631.1,0,0,0,0,0,0,0,0
ENSG00000304632.1,0,0,0,0,0,0,0,0
ENSG00000304633.1,0,0,0,0,0,0,0,0
ENSG00000304634.1,0,0,0,0,0,0,0,0
ENSG00000304635.1,1,0,0,0,0,0,1,2
ENSG00000304636.1,7,4,12,16,1,0,1,3
ENSG00000304637.1,3,1,7,3,0,0,0,0
ENSG00000304638.1,0,3,0,0,4,1,1,0
ENSG00000304639.1,0,0,0,1,1,0,0,0
ENSG00000304640.1,2,1,0,0,2,0,0,0
ENSG00000304641.1,0,0,0,0,0,0,0,0
ENSG00000304642.1,2,0,0,0,0,0,0,0
ENSG00000304643.1,4,9,1,4,0,0,0,0
ENSG00000304644.1,0,0,0,0,0,0,0,0
ENSG00000304645.1,1,7,7,10,0,0,0,1
ENSG00000304646.1,0,0,0,0,0,0,0,0
ENSG00000304647.1,0,0,0,0,0,0,0,0
ENSG00000304648.1,0,0,0,0,0,0,0,0
ENSG00000304649.1,0,1,0,0,0,0,0,0
ENSG00000304650.1,0,0,0,0,0,0,0,0
ENSG00000304651.1,1,2,6,7,13,4,5,17
ENSG00000304652.1,0,0,0,0,0,0,0,0
ENSG00000304653.1,0,0,0,0,1,0,0,0
ENSG00000304654.1,0,2,0,1,0,0,0,1
ENSG00000304655.1,0,1,0,0,0,0,0,0
ENSG00000304656.1,0,3,0,1,1,0,0,0
ENSG00000304657.1,0,0,0,0,0,0,0,0
ENSG00000304658.1,0,0,0,0,0,0,1,0
ENSG00000304659.1,0,0,0,0,0,0,0,0
ENSG00000304660.1,0,0,0,0,0,0,0,0
ENSG00000304661.1,6,5,15,22,81,22,17,58
ENSG00000304662.1,0,0,0,0,0,0,0,0
ENSG00000304663.1,0,0,0,0,0,0,0,0
ENSG00000304664.1,0,1,0,1,0,0,0,0
ENSG00000304665.1,0,0,0,0,0,0,0,0
ENSG00000304666.1,0,0,0,0,31,3,5,9
ENSG00000304667.1,1,0,0,0,0,0,0,2
ENSG00000304668.1,10,7,3,7,7,1,4,7
ENSG00000304669.1,0,0,0,0,0,0,0,0
ENSG00000304670.1,5,5,0,9,0,0,0,0
ENSG00000304671.1,0,0,0,0,0,0,0,0
ENSG00000304672.1,0,0,0,0,0,0,0,1
ENSG00000304673.1,0,0,0,0,0,0,0,0
ENSG00000304674.1,0,0,0,0,0,0,0,0
ENSG00000304675.1,0,0,0,0,0,0,0,0
ENSG00000304676.1,1,0,0,0,0,0,0,0
ENSG00000304677.1,0,0,0,0,0,0,0,0
ENSG00000304678.1,0,0,0,1,0,0,0,1
ENSG00000304679.1,0,0,0,0,1,0,0,0
ENSG00000304680.1,2,4,8,5,0,0,0,1
ENSG00000304681.1,2,0,0,2,0,0,0,0
ENSG00000304682.1,0,0,0,0,0,1,0,0
ENSG00000304683.1,0,0,0,0,0,0,0,0
ENSG00000304684.1,0,0,0,0,0,0,0,0
ENSG00000304685.1,0,0,0,0,0,0,0,0
ENSG00000304686.1,0,0,0,0,0,0,0,0
ENSG00000304687.1,0,0,0,0,0,0,0,0
ENSG00000304688.1,22,23,49,80,3,2,2,5
ENSG00000304689.1,0,0,0,0,0,0,0,0
ENSG00000304690.1,0,0,0,0,0,0,0,0
ENSG00000304691.1,0,0,0,0,0,0,0,0
ENSG00000304692.1,2,1,2,0,1,0,1,1
ENSG00000304693.1,1,0,3,1,4,2,6,10
ENSG00000304694.1,10,16,21,28,6,1,2,17
ENSG00000304695.1,0,0,0,0,2,1,0,3
ENSG00000304696.1,0,0,0,0,0,0,0,0
ENSG00000304697.1,1,2,0,1,0,0,0,2
